"ensemble_id","gene_name","description"
"ENSG00000168256","NKIRAS2","NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]"
"ENSG00000145050","MANF","mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]"
"ENSG00000077092","RARB","retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865]"
"ENSG00000048405","ZNF800","zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]"
"ENSG00000198830","HMGN2","high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]"
"ENSG00000275288","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]"
"ENSG00000230341","PPP1R18","protein phosphatase 1 regulatory subunit 18 [Source:HGNC Symbol;Acc:HGNC:29413]"
"ENSG00000124813","RUNX2","RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]"
"ENSG00000166484","MAPK7","mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]"
"ENSG00000125124","BBS2","Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967]"
"ENSG00000231002","TRIM26","tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]"
"ENSG00000136010","ALDH1L2","aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]"
"ENSG00000186310","NAP1L3","nucleosome assembly protein 1 like 3 [Source:HGNC Symbol;Acc:HGNC:7639]"
"ENSG00000170153","RNF150","ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]"
"ENSG00000157168","NRG1","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]"
"ENSG00000130433","CACNG6","calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625]"
"ENSG00000128708","HAT1","histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]"
"ENSG00000179083","FAM133A","family with sequence similarity 133 member A [Source:HGNC Symbol;Acc:HGNC:26748]"
"ENSG00000275699","KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]"
"ENSG00000176029","C11orf16","chromosome 11 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:1169]"
"ENSG00000136247","ZDHHC4","zinc finger DHHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:18471]"
"ENSG00000177576","C18orf32","chromosome 18 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:31690]"
"ENSG00000188277","C15orf62","chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489]"
"ENSG00000275499","ZNF280A","zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597]"
"ENSG00000138434","ITPRID2","ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]"
"ENSG00000104129","DNAJC17","DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556]"
"ENSG00000145041","DCAF1","DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]"
"ENSG00000265681","RPL17","ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]"
"ENSG00000172410","INSL5","insulin like 5 [Source:HGNC Symbol;Acc:HGNC:6088]"
"ENSG00000168594","ADAM29","ADAM metallopeptidase domain 29 [Source:HGNC Symbol;Acc:HGNC:207]"
"ENSG00000110422","HIPK3","homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]"
"ENSG00000066294","CD84","CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]"
"ENSG00000174373","RALGAPA1","Ral GTPase activating protein catalytic alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:17770]"
"ENSG00000197933","ZNF823","zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]"
"ENSG00000178425","NT5DC1","5'-nucleotidase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21556]"
"ENSG00000137312","FLOT1","flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]"
"ENSG00000168259","DNAJC7","DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392]"
"ENSG00000231823","HLA-DQA2","major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]"
"ENSG00000227315","NEU1","neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]"
"ENSG00000108641","B9D1","B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]"
"ENSG00000243804","LY6G6F","lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933]"
"ENSG00000134853","PDGFRA","platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]"
"ENSG00000259956","RBM15B","RNA binding motif protein 15B [Source:HGNC Symbol;Acc:HGNC:24303]"
"ENSG00000206401","LY6G6E","lymphocyte antigen 6 family member G6E [Source:HGNC Symbol;Acc:HGNC:13934]"
"ENSG00000167005","NUDT21","nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]"
"ENSG00000185942","NKAIN3","sodium/potassium transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:HGNC:26829]"
"ENSG00000123500","COL10A1","collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185]"
"ENSG00000206402","LY6G6D","lymphocyte antigen 6 family member G6D [Source:HGNC Symbol;Acc:HGNC:13935]"
"ENSG00000077097","TOP2B","DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]"
"ENSG00000265190","ANXA8","annexin A8 [Source:HGNC Symbol;Acc:HGNC:546]"
"ENSG00000167394","ZNF668","zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]"
"ENSG00000274404","GOLGA6L22","golgin A6 family like 22 [Source:HGNC Symbol;Acc:HGNC:50289]"
"ENSG00000198797","BRINP2","BMP/retinoic acid inducible neural specific 2 [Source:HGNC Symbol;Acc:HGNC:13746]"
"ENSG00000175756","AURKAIP1","aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]"
"ENSG00000187889","FYB2","FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]"
"ENSG00000178695","KCTD12","potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]"
"ENSG00000157540","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091]"
"ENSG00000125813","PAX1","paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]"
"ENSG00000235396","NOTCH4","notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]"
"ENSG00000091583","APOH","apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]"
"ENSG00000102794","ACOD1","aconitate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:33904]"
"ENSG00000115468","EFHD1","EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]"
"ENSG00000256762","STH","saitohin [Source:HGNC Symbol;Acc:HGNC:18839]"
"ENSG00000188906","LRRK2","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]"
"ENSG00000134470","IL15RA","interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]"
"ENSG00000185294","SPPL2C","signal peptide peptidase like 2C [Source:HGNC Symbol;Acc:HGNC:28902]"
"ENSG00000040608","RTN4R","reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]"
"ENSG00000171495","MROH2B","maestro heat like repeat family member 2B [Source:HGNC Symbol;Acc:HGNC:26857]"
"ENSG00000106536","POU6F2","POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21694]"
"ENSG00000143353","LYPLAL1","lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]"
"ENSG00000206282","RGL2","ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]"
"ENSG00000229493","HLA-DQB2","major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:HGNC:4945]"
"ENSG00000144445","KANSL1L","KAT8 regulatory NSL complex subunit 1 like [Source:HGNC Symbol;Acc:HGNC:26310]"
"ENSG00000154229","PRKCA","protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]"
"ENSG00000186260","MRTFB","myocardin related transcription factor B [Source:HGNC Symbol;Acc:HGNC:29819]"
"ENSG00000135930","EIF4E2","eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:HGNC:3293]"
"ENSG00000233490","GPSM3","G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]"
"ENSG00000067167","TRAM1","translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]"
"ENSG00000145868","FBXO38","F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]"
"ENSG00000226437","TRIM39","tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065]"
"ENSG00000189090","FAM25G","family with sequence similarity 25 member G [Source:HGNC Symbol;Acc:HGNC:23590]"
"ENSG00000128567","PODXL","podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]"
"ENSG00000123453","SARDH","sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536]"
"ENSG00000161526","SAP30BP","SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785]"
"ENSG00000268994","FAM236B","family with sequence similarity 236 member B [Source:HGNC Symbol;Acc:HGNC:52640]"
"ENSG00000137203","TFAP2A","transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]"
"ENSG00000184911","DMRTC1B","DMRT like family C1B [Source:HGNC Symbol;Acc:HGNC:31686]"
"ENSG00000277317","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
"ENSG00000276930","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]"
"ENSG00000075429","CACNG5","calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409]"
"ENSG00000173786","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]"
"ENSG00000072134","EPN2","epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]"
"ENSG00000225396","FAM236D","family with sequence similarity 236 member D [Source:HGNC Symbol;Acc:HGNC:52642]"
"ENSG00000075461","CACNG4","calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]"
"ENSG00000152266","PTH","parathyroid hormone [Source:HGNC Symbol;Acc:HGNC:9606]"
"ENSG00000231479","SLC44A4","solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]"
"ENSG00000226634","DDAH2","dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]"
"ENSG00000117595","IRF6","interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]"
"ENSG00000174106","LEMD3","LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]"
"ENSG00000167693","NXN","nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]"
"ENSG00000215472","RPL17-C18orf32","RPL17-C18orf32 readthrough [Source:HGNC Symbol;Acc:HGNC:44661]"
"ENSG00000204172","AGAP9","ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:HGNC:23463]"
"ENSG00000149596","JPH2","junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]"
"ENSG00000174473","GALNTL6","polypeptide N-acetylgalactosaminyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:33844]"
"ENSG00000107897","ACBD5","acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]"
"ENSG00000239865","RPP21","ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]"
"ENSG00000185630","PBX1","PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]"
"ENSG00000167588","GPD1","glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]"
"ENSG00000206235","TAP2","transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]"
"ENSG00000206284","WDR46","WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]"
"ENSG00000167397","VKORC1","vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]"
"ENSG00000107614","TRDMT1","tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977]"
"ENSG00000183853","KIRREL1","kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]"
"ENSG00000145216","FIP1L1","factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]"
"ENSG00000144645","OSBPL10","oxysterol binding protein like 10 [Source:HGNC Symbol;Acc:HGNC:16395]"
"ENSG00000255439","AC135050.2","novel protein, VKORC1 and PRSS53 readthrough"
"ENSG00000230685","CLIC1","chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]"
"ENSG00000172888","ZNF621","zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]"
"ENSG00000168297","PXK","PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]"
"ENSG00000187713","TMEM203","transmembrane protein 203 [Source:HGNC Symbol;Acc:HGNC:28217]"
"ENSG00000151006","PRSS53","serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407]"
"ENSG00000275786","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]"
"ENSG00000176058","TPRN","taperin [Source:HGNC Symbol;Acc:HGNC:26894]"
"ENSG00000197044","ZNF441","zinc finger protein 441 [Source:HGNC Symbol;Acc:HGNC:20875]"
"ENSG00000206283","PFDN6","prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]"
"ENSG00000135502","SLC26A10","solute carrier family 26 member 10 [Source:HGNC Symbol;Acc:HGNC:14470]"
"ENSG00000167395","ZNF646","zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004]"
"ENSG00000135365","PHF21A","PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156]"
"ENSG00000174576","NPAS4","neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983]"
"ENSG00000047365","ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]"
"ENSG00000275517","PRB1","proline rich protein BstNI subfamily 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9337]"
"ENSG00000071553","ATP6AP1","ATPase H+ transporting accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:868]"
"ENSG00000170836","PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]"
"ENSG00000157613","CREB3L1","cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]"
"ENSG00000223680","DDR1","discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]"
"ENSG00000165102","HGSNAT","heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:26527]"
"ENSG00000144648","ACKR2","atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]"
"ENSG00000095752","IL11","interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]"
"ENSG00000177599","ZNF491","zinc finger protein 491 [Source:HGNC Symbol;Acc:HGNC:23706]"
"ENSG00000137563","GGH","gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]"
"ENSG00000186575","NF2","neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773]"
"ENSG00000152763","WDR78","WD repeat domain 78 [Source:HGNC Symbol;Acc:HGNC:26252]"
"ENSG00000166669","ATF7IP2","activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397]"
"ENSG00000157131","C8A","complement C8 alpha chain [Source:HGNC Symbol;Acc:HGNC:1352]"
"ENSG00000135454","B4GALNT1","beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]"
"ENSG00000244607","CCDC13","coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:HGNC:26358]"
"ENSG00000160472","TMEM190","transmembrane protein 190 [Source:HGNC Symbol;Acc:HGNC:29632]"
"ENSG00000125459","MSTO1","misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]"
"ENSG00000164081","TEX264","testis expressed 264, ER-phagy receptor [Source:HGNC Symbol;Acc:HGNC:30247]"
"ENSG00000233493","TMEM238","transmembrane protein 238 [Source:HGNC Symbol;Acc:HGNC:40042]"
"ENSG00000174796","THAP6","THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189]"
"ENSG00000064763","FAR2","fatty acyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:25531]"
"ENSG00000197385","ZNF860","zinc finger protein 860 [Source:HGNC Symbol;Acc:HGNC:34513]"
"ENSG00000005810","MYCBP2","MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]"
"ENSG00000182541","LIMK2","LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]"
"ENSG00000275013","PRAME","preferentially expressed antigen in melanoma [Source:HGNC Symbol;Acc:HGNC:9336]"
"ENSG00000187997","C17orf99","chromosome 17 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:34490]"
"ENSG00000281151","KCNQ2","potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]"
"ENSG00000182983","ZNF662","zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]"
"ENSG00000276885","KIR2DS4","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]"
"ENSG00000277028","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]"
"ENSG00000178567","EPM2AIP1","EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]"
"ENSG00000126247","CAPNS1","calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]"
"ENSG00000000971","CFH","complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]"
"ENSG00000109586","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129]"
"ENSG00000086717","PPEF1","protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243]"
"ENSG00000140575","IQGAP1","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
"ENSG00000171813","PWWP2B","PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]"
"ENSG00000115263","GCG","glucagon [Source:HGNC Symbol;Acc:HGNC:4191]"
"ENSG00000010282","HHATL","hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]"
"ENSG00000196776","CD47","CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]"
"ENSG00000187189","TSPYL4","TSPY like 4 [Source:HGNC Symbol;Acc:HGNC:21559]"
"ENSG00000275317","KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]"
"ENSG00000266472","MRPS21","mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]"
"ENSG00000177535","OR2B11","olfactory receptor family 2 subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:31249]"
"ENSG00000164080","RAD54L2","RAD54 like 2 [Source:HGNC Symbol;Acc:HGNC:29123]"
"ENSG00000163743","RCHY1","ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]"
"ENSG00000165376","CLDN2","claudin 2 [Source:HGNC Symbol;Acc:HGNC:2041]"
"ENSG00000124721","DNAH8","dynein axonemal heavy chain 8 [Source:HGNC Symbol;Acc:HGNC:2952]"
"ENSG00000082516","GEMIN5","gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]"
"ENSG00000147223","RIPPLY1","ripply transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:25117]"
"ENSG00000087502","ERGIC2","ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]"
"ENSG00000132823","OSER1","oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]"
"ENSG00000275501","MUC20","mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]"
"ENSG00000287908","AC025165.6","novel protein"
"ENSG00000182230","FAM153B","family with sequence similarity 153 member B [Source:HGNC Symbol;Acc:HGNC:27323]"
"ENSG00000204640","NMS","neuromedin S [Source:HGNC Symbol;Acc:HGNC:32203]"
"ENSG00000240771","ARHGEF25","Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]"
"ENSG00000140022","STON2","stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]"
"ENSG00000108639","SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENSG00000197497","ZNF665","zinc finger protein 665 [Source:HGNC Symbol;Acc:HGNC:25885]"
"ENSG00000102606","ARHGEF7","Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]"
"ENSG00000189068","VSTM1","V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455]"
"ENSG00000273887","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
"ENSG00000078098","FAP","fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]"
"ENSG00000133138","TBC1D8B","TBC1 domain family member 8B [Source:HGNC Symbol;Acc:HGNC:24715]"
"ENSG00000197140","ADAM32","ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]"
"ENSG00000278495","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]"
"ENSG00000261972","CES5A","carboxylesterase 5A [Source:HGNC Symbol;Acc:HGNC:26459]"
"ENSG00000131979","GCH1","GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]"
"ENSG00000099625","CBARP","CACN subunit beta associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28617]"
"ENSG00000248144","ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]"
"ENSG00000205581","HMGN1","high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]"
"ENSG00000284976","BX255925.3","novel RING finger protein"
"ENSG00000188566","NDOR1","NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838]"
"ENSG00000203879","GDI1","GDP dissociation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:4226]"
"ENSG00000132376","INPP5K","inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]"
"ENSG00000117597","UTP25","UTP25 small subunit processor component [Source:HGNC Symbol;Acc:HGNC:28440]"
"ENSG00000280571","AC006059.2","novel protein"
"ENSG00000196616","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]"
"ENSG00000187955","COL14A1","collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]"
"ENSG00000181061","HIGD1A","HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]"
"ENSG00000118046","STK11","serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]"
"ENSG00000164010","ERMAP","erythroblast membrane associated protein (Scianna blood group) [Source:HGNC Symbol;Acc:HGNC:15743]"
